start_time,end_time,building,days,class type,classroom,course_code
10:00am,10:50am,WDS,MWF,Lecture,1114,AASP100
12:00pm,12:50pm,SYM,MWF,Lecture,0215,AASP100
2:00pm,2:50pm,SYM,MWF,Lecture,0215,AASP100
12:30pm,1:45pm,VMH,TuTh,Lecture,1203,AASP100
11:00am,12:15pm,SKN,TuTh,Lecture,1115,AASP100
2:00pm,3:15pm,KEY,TuTh,Lecture,0102,AASP100
12:30pm,1:45pm,VMH,TuTh,Lecture,1203,AASP100H
11:00am,12:15pm,,TuTh,Lecture,ONLINE,AASP101
3:30pm,4:45pm,TYD,TuTh,Lecture,0111,AASP200
11:00am,11:50am,,F,Lecture,ONLINE,AASP202
1:00pm,1:50pm,,F,Lecture,ONLINE,AASP202
11:00am,12:15pm,KEY,TuTh,Lecture,0125,AASP202
11:00am,11:50am,,F,Lecture,ONLINE,AASP202H
9:30am,10:45am,JMZ,TuTh,Lecture,0120,AASP210
12:30pm,1:45pm,KEY,TuTh,Lecture,0116,AASP298C
12:00pm,12:50pm,TWS,MWF,Lecture,0234,AASP298L
4:00pm,6:30pm,HBK,Tu,Lecture,0125,AASP301
9:30am,10:45am,WDS,TuTh,Lecture,1114,AASP310
11:00am,12:15pm,TWS,TuTh,Lecture,1106,AASP340
10:00am,11:15am,SQH,MW,Lecture,1105,AASP361
2:00pm,4:30pm,TLF,F,Lecture,1102,AASP386
3:00pm,4:15pm,,MW,Lecture,ONLINE,AASP398B
9:30am,10:45am,TWS,TuTh,Lecture,1105,AASP398N
3:00pm,5:30pm,BPS,W,Lecture,1232,AASP398Q
9:30am,10:45am,TLF,TuTh,Lecture,0110,AASP398U
3:30pm,6:00pm,TWS,M,Lecture,1320,AASP478E
3:00pm,5:30pm,TLF,M,Lecture,0101,AASP479A
4:00pm,6:30pm,BPS,W,Lecture,1236,AASP498O
3:00pm,5:45pm,KNI,M,Lecture,3202,AASP499L
9:30am,10:45am,KNI,TuTh,Lecture,3202,AASP499N
3:00pm,5:30pm,SQH,W,Lecture,1111,AASP499U
2:00pm,3:15pm,SQH,TuTh,Lecture,1105,AAST200
9:30am,10:45am,TWS,TuTh,Lecture,0223,AAST200
9:30am,10:45am,KEY,TuTh,Lecture,0126,AAST201
12:30pm,1:45pm,CHE,TuTh,Lecture,2108,AAST262
11:00am,12:15pm,JMZ,TuTh,Lecture,0125,AAST351
2:00pm,3:15pm,TWS,TuTh,Lecture,1107,AAST355
5:00pm,7:30pm,ASY,Tu,Lecture,3207,AAST363
9:30am,10:45am,EDU,TuTh,Lecture,3233,AAST388
12:30pm,1:45pm,HBK,TuTh,Lecture,1108,AAST394
11:00am,12:15pm,TWS,TuTh,Lecture,0201,AAST422
2:00pm,3:15pm,JMZ,TuTh,Lecture,1120,AAST440
2:00pm,3:15pm,PLS,MW,Lecture,1117,AAST443
3:30pm,6:00pm,JMZ,Tu,Lecture,2125,AAST498T
11:00am,12:15pm,TWS,TuTh,Lecture,0223,ABRM330
4:00pm,5:00pm,TBA,M,Lecture,,AGNR200
12:30pm,1:45pm,MMH,TuTh,Lecture,1400,AGNR301
3:30pm,5:00pm,PLS,MW,Lecture,2137,AGST440
1:00pm,1:50pm,MTH,MWF,Lecture,B0421,AMSC460
9:30am,10:45am,MTH,TuTh,Lecture,0305,AMSC460
12:30pm,1:45pm,MTH,TuTh,Lecture,0103,AMSC460
2:00pm,3:15pm,CSI,TuTh,Lecture,1121,AMSC460
9:30am,10:45am,MTH,TuTh,Lecture,0105,AMSC466
10:00am,10:50am,PHY,MWF,Lecture,0405,AMSC660
11:00am,11:50am,MTH,MWF,Lecture,0411,AMSC666
11:00am,12:15pm,MTH,TuTh,Lecture,B0431,AMSC673
12:30pm,1:45pm,MTH,TuTh,Lecture,0105,AMSC698Q
2:00pm,3:15pm,PHY,TuTh,Lecture,4222,AMSC715
9:30am,10:45am,MTH,TuTh,Lecture,B0421,AMSC721
10:00am,10:50am,TWS,F,Discussion,0330,AMST101
11:00am,11:50am,TWS,F,Discussion,0330,AMST101
11:00am,11:50am,TWS,F,Discussion,0134,AMST101
12:00pm,12:50pm,TWS,F,Discussion,0134,AMST101
10:00am,10:50am,,F,Discussion,ONLINE,AMST202
9:00am,9:50am,,F,Discussion,ONLINE,AMST203
9:30am,10:45am,TWS,TuTh,Lecture,0236,AMST204
1:00pm,1:50pm,TWS,F,Discussion,0134,AMST262
12:00pm,12:50pm,TWS,F,Discussion,0330,AMST262
1:00pm,1:50pm,TWS,F,Discussion,0330,AMST262
2:00pm,2:50pm,TWS,F,Discussion,0134,AMST262
2:00pm,3:15pm,SQH,TuTh,Lecture,1105,AMST298C
9:30am,10:45am,TWS,TuTh,Lecture,0223,AMST298C
1:00pm,1:50pm,,F,Discussion,ONLINE,AMST298D
3:00pm,3:50pm,,F,Discussion,ONLINE,AMST298D
2:00pm,2:50pm,,F,Discussion,ONLINE,AMST298D
12:00pm,12:50pm,,F,Discussion,ONLINE,AMST298D
5:00pm,6:15pm,TWS,MW,Lecture,0214,AMST298Q
2:00pm,3:15pm,TWS,TuTh,Lecture,0328,AMST312
2:00pm,3:15pm,TWS,TuTh,Lecture,0330,AMST315
11:00am,12:15pm,ASY,TuTh,Lecture,3217,AMST320
12:30pm,1:45pm,HBK,TuTh,Lecture,1108,AMST324
5:00pm,7:30pm,ASY,Tu,Lecture,3207,AMST328J
3:00pm,5:30pm,BPS,W,Lecture,1232,AMST328M
2:00pm,3:15pm,TWS,TuTh,Lecture,1107,AMST328W
11:00am,12:15pm,TWS,TuTh,Lecture,0330,AMST340
12:30pm,1:45pm,TWS,TuTh,Lecture,0134,AMST498C
2:00pm,3:15pm,PLS,MW,Lecture,1117,AMST498J
11:00am,12:15pm,TWS,TuTh,Lecture,0134,AMST498L
4:00pm,6:40pm,TWS,W,Lecture,0134,AMST601
4:00pm,6:40pm,TWS,M,Lecture,0134,AMST628C
4:30pm,7:15pm,JMZ,Tu,Lecture,3106A,AMST628G
11:00am,1:30pm,ARC,Tu,Lecture,1127,AMST629F
2:00pm,4:40pm,TWS,Th,Lecture,0205,AMST655
1:00pm,1:50pm,ESJ,MWF,Lecture,1224,ANSC101
3:00pm,4:50pm,ANS,M,Lab,1144,ANSC103
2:00pm,3:50pm,ANS,Tu,Lab,1144,ANSC103
10:00am,11:50am,ANS,W,Lab,1144,ANSC103
3:00pm,4:50pm,ANS,W,Lab,1144,ANSC103
2:00pm,3:50pm,ANS,Th,Lab,1144,ANSC103
2:00pm,2:50pm,ANS,MW,Lecture,0408,ANSC204
11:00am,11:50am,ANS,Tu,Discussion,0108,ANSC205
3:00pm,3:50pm,ANS,Tu,Discussion,0108,ANSC205
11:00am,11:50am,ANS,Th,Discussion,0108,ANSC205
3:00pm,3:50pm,ANS,Th,Discussion,0108,ANSC205
1:00pm,2:50pm,ANS,M,Lab,1144,ANSC227
9:00am,10:50am,ANS,Tu,Lab,1144,ANSC227
1:00pm,2:50pm,ANS,W,Lab,1144,ANSC227
9:00am,10:50am,ANS,F,Lab,1144,ANSC232
2:00pm,3:50pm,ANS,F,Lab,1144,ANSC232
11:00am,12:50pm,ANS,F,Lab,1144,ANSC242
9:00am,10:45am,ANS,Th,Lab,1144,ANSC246
11:00am,12:50pm,ANS,TuTh,Lecture,1144,ANSC255
9:00am,9:50am,ANS,MWF,Lecture,0408,ANSC314
3:30pm,5:30pm,ANS,Tu,Lecture,0402,ANSC359
4:00pm,5:50pm,ANS,M,Lecture,0402,ANSC371
11:00am,12:15pm,ANS,TuTh,Lecture,0402,ANSC410
12:30pm,1:45pm,ANS,TuTh,Lecture,0402,ANSC417
2:00pm,3:15pm,ANS,TuTh,Lecture,0412,ANSC444
2:00pm,3:15pm,ANS,TuTh,Lecture,0408,ANSC446
1:00pm,2:50pm,ANS,F,Lab,0108,ANSC447
11:00am,12:50pm,ANS,F,Lab,0108,ANSC447
3:00pm,3:50pm,ANS,MWF,Lecture,0422,ANSC450
9:30am,10:45am,ANS,TuTh,Lecture,0402,ANSC454
11:00am,12:50pm,ANS,F,Lab,0408,ANSC455
11:00am,12:15pm,ANS,TuTh,Lecture,0408,ANSC460
3:30pm,4:45pm,ANS,Tu,Lecture,0408,ANSC624
3:30pm,4:45pm,ANS,Th,Discussion,0408,ANSC625
2:00pm,3:15pm,ANS,TuTh,Lecture,0412,ANSC644
11:00am,12:15pm,ANS,TuTh,Lecture,0402,ANSC688M
9:30am,10:45am,ANS,TuTh,Lecture,0402,ANSC688O
9:00am,9:50am,WDS,F,Discussion,1131,ANTH210
10:00am,10:50am,WDS,F,Discussion,1131,ANTH210
11:00am,11:50am,WDS,F,Discussion,1131,ANTH210
12:00pm,12:50pm,WDS,F,Discussion,1131,ANTH210
1:00pm,1:50pm,WDS,F,Discussion,1131,ANTH210
2:00pm,2:50pm,WDS,F,Discussion,1131,ANTH210
11:00am,12:15pm,CHE,TuTh,Lecture,2108,ANTH210
8:00am,10:00am,WDS,M,Lab,0124B,ANTH222
11:00am,1:00pm,WDS,M,Lab,0124B,ANTH222
2:00pm,4:00pm,WDS,M,Lab,0124B,ANTH222
8:00am,10:00am,WDS,W,Lab,0124B,ANTH222
11:00am,1:00pm,WDS,W,Lab,0124B,ANTH222
2:00pm,4:00pm,WDS,W,Lab,0124B,ANTH222
9:00am,9:50am,WDS,F,Discussion,1102,ANTH240
10:00am,10:50am,WDS,F,Discussion,1102,ANTH240
11:00am,11:50am,WDS,F,Discussion,1102,ANTH240
11:00am,11:50am,WDS,MWF,Lecture,1114,ANTH240
6:00pm,7:15pm,KNI,MW,Lecture,1105,ANTH240
9:00am,9:50am,ARC,F,Discussion,1125,ANTH265
10:00am,10:50am,ARC,F,Discussion,1125,ANTH265
11:00am,11:50am,ARC,F,Discussion,1125,ANTH265
12:00pm,12:50pm,JMZ,F,Discussion,2125,ANTH265
1:00pm,1:50pm,JMZ,F,Discussion,2125,ANTH265
2:00pm,2:50pm,JMZ,F,Discussion,2125,ANTH265
2:00pm,3:15pm,SQH,TuTh,Lecture,1121,ANTH305
11:00am,12:15pm,WDS,TuTh,Lecture,1114,ANTH322
4:30pm,5:45pm,LEF,TuTh,Lecture,1220,ANTH323
11:00am,12:15pm,WDS,MW,Lecture,0104,ANTH340
12:30pm,1:45pm,WDS,TuTh,Lecture,1114,ANTH412
2:00pm,3:15pm,WDS,TuTh,Lecture,1114,ANTH415
2:00pm,3:15pm,WDS,TuTh,Lecture,0104,ANTH425
2:00pm,4:45pm,WDS,Tu,Lecture,1102,ANTH433
1:00pm,3:45pm,WDS,M,Lecture,0104,ANTH440
12:30pm,1:45pm,WDS,TuTh,Lecture,0104,ANTH451
4:00pm,6:40pm,WDS,M,Lecture,1127,ANTH601
11:00am,1:45pm,JMZ,Th,Lecture,1103,ANTH606
12:30pm,1:45pm,WDS,TuTh,Lecture,1114,ANTH612
2:00pm,3:15pm,WDS,TuTh,Lecture,1114,ANTH615
2:00pm,4:45pm,TBA,Th,Lecture,,ANTH620
2:00pm,3:15pm,WDS,TuTh,Lecture,0104,ANTH625
2:00pm,4:45pm,WDS,Tu,Lecture,1102,ANTH633
1:00pm,3:45pm,WDS,M,Lecture,0104,ANTH640
2:00pm,4:40pm,TWS,Th,Lecture,0205,ANTH655
11:00am,1:45pm,TYD,W,Lecture,1101,ANTH760
11:00am,11:50am,ATL,F,Discussion,2416,AOSC123
10:00am,10:50am,ATL,F,Discussion,2416,AOSC123
1:00pm,1:50pm,ATL,W,Discussion,2416,AOSC200
2:00pm,2:50pm,ATL,W,Discussion,2416,AOSC200
3:00pm,3:50pm,ATL,W,Discussion,2416,AOSC200
2:00pm,2:50pm,ATL,W,Discussion,2428,AOSC200
3:00pm,3:50pm,ATL,W,Discussion,2428,AOSC200
1:00pm,1:50pm,ATL,M,Discussion,2416,AOSC200
2:00pm,2:50pm,ATL,M,Discussion,2416,AOSC200
4:00pm,4:50pm,ATL,Tu,Discussion,2416,AOSC200
1:00pm,1:50pm,ATL,F,Discussion,2416,AOSC200
9:00am,9:50am,ATL,W,Discussion,2416,AOSC200C
3:30pm,5:30pm,ATL,Tu,Lab,3426,AOSC201
10:00am,12:00pm,ATL,W,Lab,3426,AOSC201
10:00am,12:00pm,ATL,F,Lab,3426,AOSC201
4:00pm,6:00pm,ATL,W,Lab,3426,AOSC201
2:00pm,4:00pm,ATL,M,Lab,3426,AOSC201
4:00pm,6:00pm,ATL,M,Lab,3426,AOSC201
10:00am,12:00pm,ATL,M,Lab,3426,AOSC201
2:00pm,4:00pm,ATL,F,Lab,3426,AOSC201
11:00am,11:50am,ATL,MWF,Lecture,2324,AOSC375
12:00pm,12:50pm,ATL,MWF,Lecture,2428,AOSC400
2:00pm,3:15pm,ATL,TuTh,Lecture,2416,AOSC420
10:00am,10:50am,ATL,MWF,Lecture,2316,AOSC431
10:00am,10:50am,ATL,MWF,Lecture,2316,AOSC431
9:30am,10:45am,ATL,TuTh,Lecture,2416,AOSC470
2:00pm,2:50pm,ATL,MWF,Lecture,3408,AOSC493
3:30pm,5:00pm,ATL,Th,Lecture,2400,AOSC494
9:30am,10:45am,ATL,TuTh,Lecture,2416,AOSC600
9:30am,10:45am,ATL,TuTh,Lecture,2416,AOSC600
12:00pm,12:50pm,ATL,MWF,Lecture,2416,AOSC610
12:00pm,12:50pm,ATL,MWF,Lecture,2416,AOSC610
11:00am,12:15pm,ATL,TuTh,Lecture,2416,AOSC620
11:00am,12:15pm,ATL,TuTh,Lecture,2416,AOSC620
5:30pm,7:30pm,ATL,TuTh,Lecture,3426,AOSC652
5:30pm,7:30pm,ATL,TuTh,Lecture,3426,AOSC652
2:00pm,3:15pm,ATL,TuTh,Lecture,2416,AOSC670
2:00pm,3:15pm,ATL,TuTh,Lecture,2416,AOSC670
2:00pm,3:15pm,ATL,TuTh,Lecture,2316,AOSC680
2:00pm,3:15pm,ATL,TuTh,Lecture,2316,AOSC680
10:00am,10:50am,HJP,MWF,Lecture,3142,ARAB101
12:00pm,12:50pm,HJP,MWF,Lecture,3142,ARAB101
11:00am,12:15pm,HJP,TuTh,Lecture,2118,ARAB101
2:00pm,3:15pm,HJP,MW,Lecture,2118,ARAB190
10:00am,11:50am,HJP,MWF,Lecture,2118,ARAB204
11:00am,12:15pm,HJP,TuTh,Lecture,3142,ARAB206
9:30am,10:45am,HJP,TuTh,Lecture,2118,ARAB225
3:30pm,4:45pm,HJP,MW,Lecture,2118,ARAB250
2:00pm,3:15pm,HJP,TuTh,Lecture,3142,ARAB304
11:00am,11:50am,HJP,MWF,Lecture,3142,ARAB322
3:30pm,4:45pm,HJP,MW,Lecture,2114,ARAB398M
2:00pm,3:15pm,HJP,TuTh,Lecture,2118,ARAB398P
12:30pm,1:45pm,HJP,TuTh,Lecture,3142,ARAB399E
11:00am,12:15pm,HJP,TuTh,Lecture,3135,ARAB499Z
9:00am,9:50am,ASY,F,Discussion,3217,ARCH170
9:00am,9:50am,EDU,F,Discussion,2101,ARCH170
9:00am,9:50am,EDU,F,Discussion,2102,ARCH170
12:00pm,12:50pm,KNI,F,Discussion,1206,ARCH170
6:00pm,7:15pm,ASY,MW,Lecture,1213,ARCH170
9:00am,10:15am,ARC,MF,Lecture,1103,ARCH171
10:30am,11:45am,ARC,MF,Lecture,1103,ARCH171
11:00am,11:50am,TBA,M,Lecture,,ARCH201
9:30am,10:45am,TBA,TuTh,Lecture,,ARCH226
11:00am,12:15pm,TBA,TuF,Lecture,,ARCH270
12:30pm,1:45pm,ESJ,TuTh,Lecture,2101,ARCH270
3:30pm,4:45pm,ARC,TuTh,Lecture,0204,ARCH271
10:00am,11:50am,TBA,W,Discussion,,ARCH300
12:00pm,1:50pm,TBA,W,Discussion,,ARCH300
10:00am,11:50am,TBA,W,Discussion,,ARCH300
12:00pm,1:50pm,TBA,W,Discussion,,ARCH300
10:00am,11:50am,TBA,W,Discussion,,ARCH300
12:00pm,1:50pm,TBA,W,Discussion,,ARCH300
10:00am,12:30pm,ARC,W,Lecture,1101,ARCH418F
9:30am,10:45am,TBA,TuTh,Lecture,,ARCH426
11:00am,12:15pm,ARC,TuTh,Lecture,1105,ARCH428C
2:00pm,3:15pm,ARC,TuTh,Lecture,1101,ARCH428K
3:30pm,4:45pm,ARC,TuTh,Lecture,1101,ARCH428N
9:30am,10:45am,ARC,TuTh,Lecture,1101,ARCH428W
5:00pm,6:15pm,ARC,TuTh,Lecture,0204,ARCH430
10:00am,12:40pm,ARC,M,Lecture,1125,ARCH443
12:30pm,1:45pm,TBA,TuTh,Lecture,,ARCH448M
3:30pm,4:45pm,ARC,TuTh,Lecture,1103,ARCH458
3:30pm,4:45pm,ARC,TuTh,Lecture,1103,ARCH458
9:30am,12:00pm,ARC,F,Lecture,1101,ARCH460
12:30pm,1:45pm,ARC,TuTh,Lecture,0204,ARCH462
11:00am,12:15pm,ARC,TuTh,Lecture,0204,ARCH464
9:30am,10:45am,ARC,TuTh,Lecture,0204,ARCH466
5:00pm,7:40pm,TWS,Th,Lecture,1107,ARCH467
10:00am,12:30pm,ARC,M,Lecture,1123,ARCH468P
7:00pm,8:15pm,ARC,Th,Lab,1115,ARCH470
9:30am,10:45am,ARC,WF,Lecture,1115,ARCH472
11:00am,12:15pm,ARC,WF,Lecture,1115,ARCH472
7:00pm,9:30pm,ARC,Th,Lecture,1123,ARCH478C
7:00pm,9:40pm,ARC,Tu,Lecture,1127,ARCH478J
2:00pm,4:45pm,ARC,Th,Lecture,1125,ARCH478Z
5:00pm,6:15pm,ARC,TuTh,Lecture,1101,ARCH611
10:00am,12:30pm,ARC,W,Lecture,1101,ARCH618F
11:00am,12:15pm,ARC,TuTh,Lecture,1105,ARCH628C
2:00pm,3:15pm,ARC,TuTh,Lecture,1101,ARCH628K
3:30pm,4:45pm,ARC,TuTh,Lecture,1101,ARCH628N
9:30am,12:00pm,ARC,F,Lecture,1123,ARCH655
10:00am,12:30pm,ARC,M,Lecture,1123,ARCH668P
7:00pm,9:30pm,ARC,Th,Lecture,1123,ARCH678C
7:00pm,9:40pm,ARC,Tu,Lecture,1127,ARCH678J
2:00pm,4:45pm,ARC,Th,Lecture,1125,ARCH678Z
11:15am,1:50pm,ARC,M,Lecture,1105,ARCH770
8:30am,11:00am,ARC,M,Lecture,1101,ARCH797
11:00am,11:50am,BPS,F,Discussion,0283,AREC200
11:00am,11:50am,ATL,F,Discussion,1114,AREC200
10:00am,10:50am,ATL,F,Discussion,1114,AREC200
10:00am,10:50am,BPS,F,Discussion,0283,AREC200
2:00pm,3:00pm,SQH,W,Discussion,1117,AREC241
1:00pm,1:50pm,SYM,MWF,Lecture,0200,AREC250
3:30pm,4:45pm,JMZ,MW,Lecture,0122,AREC306
9:30am,10:45am,SYM,TuTh,Lecture,0215,AREC326
2:00pm,3:15pm,SYM,TuTh,Lecture,0209,AREC345
11:00am,12:15pm,ESJ,TuTh,Lecture,2208,AREC365
11:00am,12:15pm,SYM,TuTh,Lecture,0115,AREC380
1:00pm,1:50pm,SYM,MWF,Lecture,0215,AREC427
10:00am,10:50am,SYM,MWF,Lecture,0200,AREC430
12:30pm,1:45pm,MMH,TuTh,Lecture,1304,AREC445
11:00am,12:15pm,SYM,TuTh,Lecture,0200,AREC447
2:00pm,3:15pm,ESJ,TuTh,Lecture,B0320,AREC453
3:30pm,4:45pm,SYM,TuTh,Lecture,0200,AREC455
3:30pm,4:45pm,TYD,MW,Lecture,2106,AREC481
9:45am,11:00am,SYM,W,Discussion,0115,AREC620
3:00pm,5:00pm,KEY,F,Discussion,0102,AREC623
12:30pm,1:45pm,LEF,TuTh,Lecture,1201,AREC785
3:30pm,6:00pm,TWS,Tu,Lecture,0205,AREC829
3:30pm,4:45pm,SYM,TuTh,Lecture,0209,AREC832
9:30am,10:45am,SYM,TuTh,Lecture,2200B,AREC891
9:30am,10:45am,SYM,TuTh,Lecture,2200B,AREC892
3:30pm,4:45pm,TLF,TuTh,Lecture,0103,ARHU158D
9:30am,10:45am,TLF,TuTh,Lecture,0103,ARHU158K
1:30pm,2:45pm,PAC,TuTh,Lecture,1809,ARHU158M
2:00pm,3:15pm,TLF,TuTh,Lecture,0103,ARHU158N
11:00am,12:15pm,SYM,MW,Lecture,0209,ARHU158Q
2:00pm,3:15pm,TLF,MW,Lecture,0103,ARHU158W
11:00am,12:15pm,JMZ,TuTh,Lecture,2123,ARHU230
9:30am,10:45am,PAC,TuTh,Lecture,1809,ARHU240
9:00am,9:50am,KEY,MWF,Lecture,0123,ARHU275
9:00am,9:50am,KEY,MWF,Lecture,0123,ARHU275
10:00am,10:50am,KEY,MWF,Lecture,0123,ARHU275
5:00pm,5:50pm,,W,Lecture,ONLINE,ARHU277
9:30am,10:45am,JMZ,TuTh,Lecture,1224,ARHU299M
3:30pm,4:45pm,QAN,W,Lecture,1132,ARHU309
6:00pm,8:00pm,SSU,W,Lecture,1121,ARHU309
5:00pm,6:15pm,QAN,W,Lecture,1132,ARHU309
5:30pm,8:00pm,QAN,Th,Lecture,1132,ARHU319D
9:30am,10:45am,TWS,TuTh,Lecture,0207,ARHU340
9:30am,10:45am,TWS,TuTh,Lecture,0207,ARHU340
6:00pm,8:30pm,EDU,M,Lecture,2102,ARHU375
4:00pm,5:30pm,SKN,M,Lecture,1115,ARHU468A
11:00am,12:15pm,ATL,TuTh,Lecture,2428,ARMY106
9:00am,9:50am,HJP,MWF,Lecture,2242,ARMY106
11:00am,12:15pm,ATL,TuTh,Lecture,2428,ARMY106
9:00am,9:50am,HJP,MWF,Lecture,2242,ARMY106
12:30pm,1:45pm,SKN,TuTh,Lecture,1115,ARMY201
6:30am,7:30am,ARM,MWF,Lab,0126,ARMY301
6:30am,7:30am,ARM,MWF,Lab,0135,ARMY401
7:00am,8:50am,ARM,Th,Lab,0126,ARSC059
7:00am,8:50am,ARM,Th,Lab,0126,ARSC059
9:00am,9:50am,ARM,Tu,Lecture,0135,ARSC100
9:00am,9:50am,ARM,Th,Lecture,0135,ARSC100
1:00pm,1:50pm,TYD,Th,Lecture,1118,ARSC100
1:00pm,1:50pm,JMZ,Th,Lecture,0208,ARSC100
9:00am,9:50am,ARM,Th,Lecture,0135,ARSC100
10:00am,10:50am,ARM,Th,Lecture,0135,ARSC200
2:00pm,2:50pm,ASY,Th,Lecture,3211,ARSC200
10:00am,10:50am,ARM,Tu,Lecture,0135,ARSC200
9:00am,11:50am,TYD,Th,Lecture,0111,ARSC300
12:30pm,1:45pm,WDS,TuTh,Lecture,1131,ARSC300
9:00am,11:50am,JMZ,Th,Lecture,0103,ARSC400
2:00pm,3:30pm,TLF,TuTh,Lecture,0110,ARSC400
11:00am,11:50am,ASY,F,Discussion,3211,ARTH200
12:00pm,12:50pm,ASY,F,Discussion,3211,ARTH200
12:00pm,12:50pm,ASY,F,Discussion,3215,ARTH200
1:00pm,1:50pm,ASY,F,Discussion,3215,ARTH200
10:00am,10:50am,ASY,F,Discussion,3215,ARTH200
11:00am,11:50am,ASY,F,Discussion,3215,ARTH200
1:00pm,1:50pm,ASY,F,Discussion,3211,ARTH200
2:00pm,2:50pm,ASY,F,Discussion,3211,ARTH200
3:30pm,4:20pm,ASY,Th,Discussion,3211,ARTH201
4:30pm,5:20pm,ASY,Th,Discussion,3211,ARTH201
9:00am,9:50am,ASY,F,Discussion,3215,ARTH201
10:00am,10:50am,ASY,F,Discussion,3211,ARTH201
11:00am,11:50am,TWS,F,Discussion,0223,ARTH201
12:00pm,12:50pm,TWS,F,Discussion,0223,ARTH201
3:00pm,4:15pm,ASY,MW,Lecture,3211,ARTH201
9:00am,10:15am,ASY,MW,Lecture,3215,ARTH230
1:00pm,2:15pm,ASY,MW,Lecture,3215,ARTH255
9:30am,10:45am,ASY,TuTh,Lecture,1213,ARTH260C
8:00am,8:50am,ASY,F,Discussion,3211,ARTH261
12:00pm,12:50pm,ASY,W,Discussion,3211,ARTH261
1:00pm,1:50pm,ASY,W,Discussion,3211,ARTH261
9:00am,9:50am,ASY,F,Discussion,3211,ARTH261
2:00pm,4:30pm,SQH,Tu,Lecture,1101,ARTH262
9:30am,10:45am,ASY,TuTh,Lecture,3215,ARTH301
2:00pm,3:15pm,SQH,TuTh,Lecture,1121,ARTH305
11:00am,12:15pm,ASY,TuTh,Lecture,3215,ARTH335
3:30pm,7:00pm,ASY,W,Lecture,4213A,ARTH359M
4:00pm,6:30pm,TWS,W,Lecture,1107,ARTH362
2:00pm,3:15pm,ASY,TuTh,Lecture,3215,ARTH383
4:00pm,6:30pm,,M,Lecture,ONLINE,ARTH389I
4:00pm,6:30pm,ASY,Tu,Lecture,3215,ARTH389M
1:00pm,3:30pm,ASY,M,Lecture,4213A,ARTH392
12:00pm,2:30pm,ASY,M,Lecture,4304,ARTH428F
12:30pm,3:00pm,ASY,Tu,Lecture,4304,ARTH428G
2:00pm,4:30pm,ASY,Tu,Lecture,3211,ARTH488I
11:00am,12:15pm,ASY,TuTh,Lecture,3211,ARTH488J
2:00pm,4:30pm,ASY,Th,Lecture,3217,ARTH488Z
12:00pm,2:30pm,ASY,M,Lecture,4304,ARTH638A
12:30pm,3:00pm,ASY,Th,Lecture,4304,ARTH692
1:30pm,4:00pm,ASY,F,Lecture,4304,ARTH698
12:30pm,3:00pm,ASY,Tu,Lecture,4304,ARTH788A
12:30pm,3:00pm,ASY,TuTh,Lab,2318,ARTT100
12:30pm,3:00pm,ASY,TuTh,Lab,2318,ARTT100
12:30pm,3:00pm,ASY,MW,Lab,2318,ARTT100
12:30pm,3:00pm,ASY,MW,Lab,2318,ARTT100
3:30pm,6:00pm,ASY,MW,Lab,2318,ARTT100
3:30pm,6:00pm,ASY,MW,Lab,2318,ARTT100
9:00am,11:30am,ASY,MW,Lab,2317,ARTT110
9:00am,11:30am,ASY,MW,Lab,2321,ARTT110
9:00am,11:30am,ASY,TuTh,Lab,2317,ARTT110
3:30pm,6:00pm,ASY,TuTh,Lab,2317,ARTT110
3:30pm,6:00pm,ASY,TuTh,Lab,2321,ARTT110
12:30pm,3:00pm,ASY,TuTh,Lab,2317,ARTT110
12:30pm,3:00pm,ASY,TuTh,Lab,2321,ARTT110
12:30pm,3:00pm,ASY,MW,Lab,2317,ARTT110
12:30pm,3:00pm,ASY,MW,Lab,2321,ARTT110
6:00pm,8:30pm,ASY,MW,Lecture,2321,ARTT110
9:00am,11:30am,ASY,TuTh,Lab,2321,ARTT110S
11:00am,11:50am,ASY,M,Discussion,3215,ARTT150
11:00am,11:50am,ASY,W,Discussion,3211,ARTT150
12:00pm,12:50pm,KNI,W,Discussion,1105,ARTT150
2:00pm,2:50pm,TWS,Tu,Discussion,0205,ARTT150
2:30pm,3:20pm,LEF,Th,Discussion,0135,ARTT150
12:30pm,1:20pm,JMZ,Th,Discussion,0103,ARTT150
9:00am,11:30am,ASY,MW,Lab,1311,ARTT200
12:30pm,3:00pm,ASY,TuTh,Lab,1311,ARTT200
12:30pm,3:00pm,ASY,MW,Lab,1311,ARTT200
9:00am,11:30am,ASY,TuTh,Lab,1311,ARTT200
12:30pm,3:00pm,ASY,TuTh,Lab,2315,ARTT210
3:30pm,6:00pm,ASY,MW,Lab,2315,ARTT210
12:30pm,3:00pm,ASY,MW,Lab,2315,ARTT210
3:30pm,6:00pm,ASY,TuTh,Lab,2315,ARTT210
12:30pm,3:00pm,ATL,TuTh,Lab,1410,ARTT255
3:30pm,6:00pm,ATL,TuTh,Lab,1410,ARTT255
12:30pm,3:00pm,ASY,TuTh,Lab,3312,ARTT320
9:00am,11:30am,ASY,MW,Lab,3322,ARTT320
3:30pm,6:00pm,ASY,MW,Lab,3322,ARTT320
12:30pm,3:00pm,ASY,MW,Lecture,1310,ARTT330
12:30pm,3:00pm,ASY,MW,Lecture,1310,ARTT330H
3:00pm,5:30pm,ASY,MW,Lecture,1314,ARTT331
